source_name,video_id,video_title,video_url,published_at,transcript_status,gemini_status,gemini_error,is_property_listing,location,normalized_locality,is_target_location,location_score,property_type,bhk,land_area,built_up_area,price,facing,road_width,floors,bedrooms,bathrooms,parking,approval,amenities,nearby_landmarks,contact_details,missing_fields,source_facts,visual_style,exterior_description,neighbourhood_description,video_status
ITHU NAMMA VEEDU,dlEIPkiMOjg,💧சிறு துளி பெரிய வீடு 🏠 Semi-Furnished House 📞 9360129247 | 3BHK House for sale in Thudiyalur Near.,https://www.youtube.com/watch?v=dlEIPkiMOjg,2026-07-29T07:30:20Z,analyzed_from_video,success,,True,"Thudiyalur, Coimbatore",Thudiyalur,True,1.0,Independent House,3BHK,900 sq ft (30 x 30 ft),1500 sq ft,₹70 Lakhs (Negotiable),"East facing site, North facing main door",NOT SPECIFIED,G+1,3,3,1 Covered Car Parking (11 x 16 ft),NOT SPECIFIED,Covered Car Parking | Borewell | Water Sump | Overhead Water Tanks (2 x 1000L) | Modular Kitchen | Pooja Unit | TV Cabinet Unit | False Ceiling with Profile Lighting | Private Balcony | Utility Area / Washing Machine Provision | Terrace,Thudiyalur,9360129247,road_width | approval,"30 x 30 ft land dimension (900 sq ft) | 1500 sq ft built-up area 3BHK house | East facing site with North facing main teak door | Ground floor features 11 x 16 ft parking, 16 x 16 ft living hall, 10 x 8 ft kitchen, 10 x 10 ft kids bedroom with 6 x 7 ft attached bathroom | First floor features 16 x 16 ft king size bedroom with attached 4 x 10 ft bathroom and 6 x 10 ft private balcony | First floor also includes 10 x 16 ft master bedroom with attached 8 x 4 ft bathroom | Utility area room on first floor leading to terrace via metal staircase | Borewell at North-East corner and water sump in parking area | Located near Thudiyalur, Coimbatore for a quoted price of ₹70 Lakhs (Negotiable)","Modern semi-furnished interior featuring vibrant accent walls, gypsum false ceiling with profile LED lighting, marble-patterned tile flooring, and custom wood-finish wardrobe/cabinetry.","Two-story modern home painted in mint green, grey, and maroon with floral stencil artwork on the exterior wall. Features a black and gold metal main gate, covered car parking with chevron tile pavement, and a first-floor balcony with stainless steel and toughened glass railings.","Established residential neighborhood in Thudiyalur, Coimbatore, featuring surrounding houses, paved approach roads, and views of nearby hills from the rooftop terrace.",approval_pending
Tamil Veedu,RxHyOmXe5mE,கிழக்கு பார்த்த 3BHK வீடு விற்பனைக்கு🏡 Duplex Independent House for Sale Epi-1627,https://www.youtube.com/watch?v=RxHyOmXe5mE,2026-08-03T13:37:29Z,analyzed_from_video,success,,True,"Thoppampatti, Near Thudiyalur, Coimbatore, Tamil Nadu",Thudiyalur,True,1.0,Duplex Independent House,3BHK,"2.70 Cents (1,150 sq.ft. - 23x50 ft)","2,300 sq.ft.",₹1.10 Crore (Slightly Negotiable),East,NOT SPECIFIED,Ground + 1 Floor (Duplex with Terrace Balcony),3,4 (3 Attached + 1 Exterior),Covered Car Parking Portico (21' x 11'),DTCP Approved,Borewell | Water Sump | Modular Kitchen with Chimney | False Ceiling with Concealed Lighting | Built-in Wardrobes and Dressing Units | TV Unit & Pooja Cabinet | Front Balconies | Terrace Sitting / Balcony Area,Thudiyalur,Mr. Ramesh: +91 9600632023,road_width,"House and plot are both East facing. | Total land size is 2.70 cents (1150 sqft) with dimensions 23x50 feet. | Total built-up area is 2300 sqft across ground floor and first floor duplex layout. | Ground floor consists of car parking (21x11 ft), living hall (16x16 ft), kitchen & dining (16x8 ft), bedroom 1 (16x10 ft) with attached bath (10x4 ft), and an outside bathroom (5x4 ft). | First floor consists of lounge (16x10 ft), bedroom 2 (16x11 ft) with attached bath (8x5 ft), master bedroom 3 (16x16 ft) with attached bath (8x4.25 ft), and a front balcony (12x4 ft). | Equipped with borewell, underground water sump, and bank loan facility. | Located in Thoppampatti near Thudiyalur, Coimbatore.","The video provides a comprehensive walkthrough starting with an exterior elevation shot, moving through the car portico, living hall, kitchen, ground floor bedroom/bathroom, internal staircase, first floor lounge, two bedrooms, balconies, and upper terrace with scenic mountain backdrop. Tamil voiceover narration describes room sizes and specifications.","Modern contemporary elevation with vertical wood-finish fluted paneling, grey stucco walls, recessed profile lighting, glass-paneled windows, a balcony with black metal slatted railings, and a stainless steel main gate featuring wood-texture HPL filling.","Developing residential neighborhood in Thoppampatti, Coimbatore, surrounded by individual houses and adjacent under-construction properties, offering clear mountain views from the terrace.",approval_pending
Tamil Veedu,zoj708D0wXc,அழகிய 3BHK வீடு விற்பனைக்கு🏠 16x16 அடில Double Master Bedroom || Semi-Furnished Epi-1626,https://www.youtube.com/watch?v=zoj708D0wXc,2026-07-31T13:48:01Z,analyzed_from_video,success,,True,"Appanaickenpalayam, Near Thudiyalur, Coimbatore, Tamil Nadu",Thudiyalur,True,1.0,Duplex House,3 BHK,3.30 Cents (1440 sqft / 30x48 feet),2200 sqft,₹1.52 Crore (Negotiable),North Facing,NOT SPECIFIED,Ground + 1 Floor,3,4,Covered Car Parking (30' x 12'),DTCP Approved,"Car Parking | 10,000 Litre Water Sump | Bore Well | Semi-Furnished Interior Work | Modular Kitchen | Separate Utility Area | False Ceiling Work | Pooja Cabinet | TV Unit | Terrace Cooling Tiles",Thudiyalur,Mr. Ramesh - 9600632023,road_width,"3BHK duplex house built on a 3.30 cent (1440 sqft) land area with a built-up area of 2200 sqft. | Property is North-facing for both plot and house construction. | Located at Appanaickenpalayam, near Thudiyalur, Coimbatore. | Total price quoted is ₹1.52 Crore (negotiable). | Ground floor consists of car parking, living hall (16'x16'), kitchen & dining (11'x16'), bedroom (16'x11'), 1 attached bathroom, 1 outside bathroom, and utility area. | First floor includes lounge (18'x10'), double master bedrooms (16'x16' each) with attached bathrooms.",High-definition interior and exterior video tour featuring room-by-room walkthroughs with background music and Tamil narration.,"Modern box-style elevation with texture wall finishes, dark grey tile accent walls, wooden element frame around front window, spotlighting, metal folding gate, covered portico with patterned parking tiles, and upper terrace with white cooling tiles.",Residential developing layout with adjacent under-construction houses and scenic mountain views visible from the open terrace.,approval_pending
Tamil Veedu,4QM0yDap_Gw,4.70 சென்ட்டில் நல்ல வசதியான 3BHK வீடு விற்பனைக்கு🏡 16x16 அடில Triple Master Bedroom  Epi-1625,https://www.youtube.com/watch?v=4QM0yDap_Gw,2026-07-30T12:40:55Z,analyzed_from_video,success,,True,"Vadavalli, Thondamuthur Road, Coimbatore, Tamil Nadu",Vadavalli,True,1.0,Independent House / Duplex Villa,3,"4.70 Cents (2,000 sq.ft / 40x50 ft)","3,300 sq.ft","₹2,00,00,000 (2 Crore, Negotiable)",North,NOT SPECIFIED,Ground + 1 Floor + Terrace (G+2),3,4,Covered parking for 2 cars (20' x 17'),DTCP Approved,Covered Car Parking | Borewell | Underground Water Sump | Separate Pooja Room | Dedicated Store Room | Spacious Balcony | Terrace Laundry Room | Modular Kitchen | False Ceiling with LED & Cove Lighting | Bank Loan Facility Available,,"{'name': 'Mr. Prasad', 'phone': '8489848976'}",road_width | nearby_landmarks,"North-facing 3 BHK duplex house on a 4.70 cent (40x50 ft) site with 3,300 sq.ft built-up area. | Located in Vadavalli, Thondamuthur Road, Coimbatore within Corporation Limits. | Features 3 triple master bedrooms measuring 16x16 ft each with attached bathrooms. | Ground floor contains a 20x17 ft car parking, 17x16 ft living hall, 5x5 ft pooja room, 16x8 ft dining area, 11x10 ft modular kitchen with a 5x5 ft store room, and an outside bathroom. | First floor includes a 17x16 ft family living area, 20x17 ft balcony, and two 16x16 ft bedrooms with attached bathrooms. | Terrace includes a covered 16x6 ft laundry room. | Total house price including land is ₹2 Crore (negotiable) with DTCP approval.","High-definition walkthrough video featuring wide-angle interior and exterior shots, showcasing spatial layout, interior woodwork, flooring, ceiling lighting, and bathroom fixtures.","Modern multi-level exterior design with beige, olive, and brown accent paint, geometric projection work, decorative dual gates on a red ramp, patterned parking floor tiles, and a terrace with scenic mountain backdrop views.","Quiet residential neighborhood located off Thondamuthur Road in Vadavalli, Coimbatore, featuring low-rise residential homes, paved streets, overhead electricity lines, and surrounding greenery with hill views.",approval_pending
Tamil Veedu,rg4P-tT8nro,"3BHK House for Sale in Thudiyalur, Near Vadamadurai, Coimbatore 4.33cent 2.10crore ☎️9600941100",https://www.youtube.com/watch?v=rg4P-tT8nro,2026-07-29T11:05:03Z,analyzed_from_video,success,,True,"Thudiyalur, Near Vadamadurai, Coimbatore, Tamil Nadu, India",Thudiyalur,True,1.0,Independent House,3 BHK,4.33 Cents (42 ft x 45 ft),"3,500 sq ft",₹2.10 Crore (Slightly Negotiable),House: East Facing | Site: North Facing,NOT SPECIFIED,G + 1 (2 Floors),3,"4 (3 Attached, 1 Outside)",Covered Car Parking (20.5 ft x 19 ft),DTCP Approved Site,Covered Car Parking | Pooja Room | High Ceiling Living Hall | Chandelier | Modular Kitchen | Balcony | Dressing Rooms | Borewell | Water Sump | Bank Loan Facility,Vadamadurai | Thudiyalur,Mr. Gowtham: +91 9600941100,road_width,"3BHK House for sale in Thudiyalur near Vadamadurai, Coimbatore. | Land size is 4.33 cents (42x45 ft) and total built-up area is 3,500 sq ft. | House is East facing, and site is North facing. | Ground floor includes car parking, living hall, pooja room, kitchen & dining, 1 bedroom with attached bathroom, and 1 outside bathroom. | First floor includes lounge, 2 bedrooms with dressing rooms and attached bathrooms, front balcony, and laundry space. | Equipped with borewell, water sump, and DTCP approval.","Modern contemporary residential style featuring clean geometric lines, wooden ceiling paneling, ambient LED cove lighting, large glass balcony, and premium modern interior finishes.","Two-story modern home with light grey and off-white exterior, dark wooden accent paneling, a spacious covered parking driveway, double-leaf gated entry, and a upper-floor balcony with glass railings.","Residential area located in Thudiyalur, Coimbatore, featuring lush green surroundings with trees and adjacent residential plots under development.",approval_pending
Tamil Veedu,QCl0-Bfh6pQ,3 சென்ட்டில் 2200sqft-ல் அழகான 3BHK வீடு விற்பனைக்கு🏠 Double Car Parking Facilities Epi-1624,https://www.youtube.com/watch?v=QCl0-Bfh6pQ,2026-07-28T12:25:37Z,analyzed_from_video,success,,True,"Idigarai, Thudiyalur to Kovilpalayam Road, Coimbatore, Tamil Nadu, India",Thudiyalur | Idigarai,True,1.0,Duplex House,3,"3 Cents (1,300 sq.ft.)","2,200 sq.ft.",₹1.05 Crore (Negotiable),"South (Site), East (Main Door)",NOT SPECIFIED,G+1 (Duplex),3,3,Double Car Parking (32 ft x 10 ft),NOT SPECIFIED,"Double Covered Car Parking | Borewell & Water Sump | Modular Kitchen with Chimney & Water Purifier | False Ceiling with Decorative LED Lighting | Wood Finish TV Cabinet | Wooden Puja Unit | Under-Stair Study Desk | Curved Inner Staircase with Stainless Steel & Toughened Glass Railings | Spacious Balcony | Open Terrace | Built-in Wardrobes, Lofts & Dressing Unit",Thudiyalur to Kovilpalayam Road,NOT SPECIFIED,road_width | approval | contact_details,"Plot size is 3 Cents (1300 sq.ft.) with 40 ft frontage and 32.5 ft depth. | Built-up area is 2200 sq.ft. duplex construction. | South-facing site with East-facing main door. | 3 Bedrooms with 3 attached bathrooms (1 on ground floor, 2 on first floor). | Price is 1 Crore 5 Lakhs (Negotiable). | Located at Idigarai on Thudiyalur to Kovilpalayam Road, Coimbatore.","Walkthrough property tour with Tamil voiceover commentary, featuring clear wide-angle interior and exterior shots showcasing floor layout, ceiling designs, and modular fittings.","Modern two-story duplex elevation finished in light blue and grey tone panels, accent wooden texture tiles, white/brown metal gate with HPL sheet panels, and a covered portico with checkerboard floor tiles.","Suburban residential neighborhood with paved streets, adjacent individual homes, overhead utility lines, and scenic mountain views visible from the terrace.",approval_pending
Tamil Veedu,FEin2rHW1WU,2.30 சென்ட்டில் இவ்வளவு பெரிய 3BHK வீடா😳🔥 Architect Designed House with Gazebbo 🏠 Epi-1623,https://www.youtube.com/watch?v=FEin2rHW1WU,2026-07-25T12:29:47Z,analyzed_from_video,success,,True,"Keeranatham, Saravanampatti, Coimbatore",Saravanampatti,True,1.0,Duplex House,3,2.3 cents / 1000 sq.ft (25 ft x 40 ft),2000 sq.ft,₹1.27 Crore,"South (Plot), East (Main Door)",NOT SPECIFIED,Ground + 1 + Terrace,3,3,Covered Car Parking Portico (18.5 ft x 11 ft),NOT SPECIFIED,Gazebo on Terrace | Modular Kitchen with Chimney | Pooja Unit | False Ceiling with LED Lights | Window Seating | Skylight Ceiling | Attached Bathrooms | Balcony,,NOT SPECIFIED,road_width | approval | contact_details | nearby_landmarks,"Land Area: 2.3 Cents (1000 Sq Ft) - Dimensions: 25 ft x 40 ft | Built-up Area: 2000 Sq Ft G+1 Duplex | Orientation: South facing plot with East facing teak wood main door | Price: ₹1.27 Crore (Negotiable) | Location: Keeranatham, Saravanampatti, Coimbatore | Portico Size: 18.5 x 11 ft | Living Room Size: 22 x 11 ft | Kitchen & Dining Size: 16 x 11 ft | Ground Floor Bedroom Size: 10 x 10 ft with attached bathroom (6 x 4.5 ft) | First Floor Master Bedroom Size: 16 x 16 ft with attached bathroom (8.5 x 6 ft) and balcony (9 x 6.5 ft) | First Floor Third Bedroom Size: 16 x 10 ft with attached bathroom (10 x 4 ft) | Terrace Gazebo Setup Size: 18 x 11 ft","Modern architectural interior and exterior design featuring wooden false ceilings, extensive strip/profile lighting, textured wall panels, L-shaped window seatings, and custom modular storage.","Two-story modern architectural elevation painted in white and off-white with vertical charcoal grooved panels, red terracotta tile framing around the balcony, glass balcony railing, a planter box near the entrance gate, and a covered steel-structure gazebo on the terrace.","Residential area in Saravanampatti/Keeranatham, Coimbatore, surrounded by independent homes and residential construction plots.",approval_pending
Tamil Veedu,GHUm7c6Biyk,Architect கட்டிய வித்தியாசமான 3BHK வீடு 🏠 Ecofriendly House with Skylight,https://www.youtube.com/watch?v=GHUm7c6Biyk,2026-07-25T04:19:35Z,analyzed_from_video,success,,True,"Vadavalli, Thondamuthur Road, opposite Parambariya Hotel, Coimbatore, Tamil Nadu",Vadavalli,True,1.0,Independent Duplex House,3 BHK,"5 Cents (2000 sq ft, 40 ft x 50 ft)",2300 sq ft,₹1.80 Crore (Negotiable),"Site: East, Main Door: North",NOT SPECIFIED,Ground + 1 Floor (Duplex),3,3,"Covered Car Parking (20 ft x 19 ft, fits 2 cars)",Coimbatore Corporation Limits,Modular Kitchen with Chimney | Utility Area | Porotherm Terracotta Eco-friendly Blocks | Filler Slab Heat-resistant Ceiling | Circular Skylight | Inner Curved Staircase | Spiral Staircase to Terrace | 520 sq ft Open Balcony | Borewell & Water Sump | Granite Feature Wall in Living Room | Heat-reflective Terrace Tiles,Opposite Parambariya Hotel | Thondamuthur Road,9566831259,road_width,"Site facing is East, main entry door faces North. | Land area is 5 cents (2,000 sq ft) measuring 40 ft width by 50 ft length. | Total built-up area is 2,300 sq ft built as a G+1 duplex house. | House features a curvilinear geometric architectural design built using Porotherm terracotta blocks and filler slab roofing for heat reduction. | Car parking area measures 20 ft x 19 ft accommodating up to 2 cars. | Living hall measures 14 ft x 14 ft with a dome-shaped filler slab ceiling and a real black granite cladding TV feature wall. | Modular kitchen measures 17 ft x 10.25 ft with granite countertops, wooden cabinets, electric chimney, multi-function sink, and rear utility exit. | Ground floor contains 1 bedroom (16 ft x 16 ft) with an attached bathroom (25 sq ft). | First floor includes a lounge area (80 sq ft), second bedroom (16 ft x 16 ft with 25 sq ft attached bathroom), and third bedroom (14.75 ft x 10.25 ft with 10.25 ft x 5 ft attached bathroom). | First floor balcony area measures 520 sq ft. | Inner curved staircase features granite steps, MS railings, teakwood handrail, and a circular skylight ceiling. | Located in Coimbatore Corporation limits, Vadavalli, along Thondamuthur Road, directly opposite Parambariya Hotel. | Quoted price is ₹1 Crore 80 Lakhs (negotiable). | Contact phone number provided: 9566831259.","High-definition architectural walkthrough video featuring real-time interior and exterior pan shots, overhead ceiling details, and close-up views of materials and finishes with smooth musical background and Tamil voiceover narration.","Modern curvilinear duplex structure finished in terracotta red Porotherm blocks and crisp white accents, featuring a curved porch overhang, wave-patterned granite compound wall, folding metal gate, and an exterior steel spiral staircase leading to the upper terrace.","Established urban residential neighborhood within Coimbatore Corporation limits, situated close to main commercial roads with independent residential homes nearby.",approval_pending
Tamil Veedu,HW4vtv-wgGs,Double Master Bedroom உடன் அழகிய 3BHK வீடு விற்பனைக்கு💥 3.10 சென்ட்டில் Duplex வீடு Epi-1621,https://www.youtube.com/watch?v=HW4vtv-wgGs,2026-07-23T13:22:44Z,analyzed_from_video,success,,True,"Saravanampatti, Coimbatore, Tamil Nadu, India",Saravanampatti,True,1.0,Duplex House,3,"3.10 Cents (1350 sq.ft., 30 ft x 45 ft)",2300 sq.ft.,₹1.25 Crore (Negotiable),North,NOT SPECIFIED,G+1 (Ground + 1 Floor + Terrace Headroom),3,4,"Covered car parking (23 ft x 17 ft, space for 2 cars)",NOT SPECIFIED,Covered Car Parking | False Ceiling | TV Wall Unit | Pooja Cabinet | Modular Kitchen with Aluminum Cupboards | Wardrobes and Dressing Rooms | Borewell | Underground Water Sump | Balcony | Open Terrace,Saravanampatti IT Park,NOT SPECIFIED,road_width | approval | contact_details,"The total land area is 3.10 Cents (1350 sq.ft.) with dimensions of 30 ft width by 45 ft length. | The house is a duplex model with a total built-up area of 2300 sq.ft. | The site, house structure, and teak main door are all North-facing. | The ground floor features a 23 ft x 17 ft parking area, a 6x4 ft outside bathroom, a 6x4 ft laundry room, a 16x16 ft living hall, an East-facing pooja cabinet, a 16x8 ft kitchen with dining space, and a 16x8 ft bedroom with an attached bathroom (7.5x5 ft). | The first floor features a 16x8 ft lounge, two 16x16 ft master bedrooms with separate dressing rooms and attached bathrooms, and a 16x6 ft front balcony. | Borewell is installed in the North-East corner along with a underground water sump. | The total asking price is ₹1.25 Crore, which is negotiable. | The property is located near Saravanampatti IT Park in Coimbatore.","Contemporary aesthetic featuring box-type exterior elevation, 4x2 ft glossy vitrified floor tiles, gypsum false ceiling with circular concentric lighting design in the hall, dark granite stairs with stainless steel handrails, and aluminum cupboard fittings in bedrooms and kitchen.","Two-story modern villa with beige, grey, and brown wood-texture exterior panels, decorative multi-fold metal main entrance gate, checkerboard tiled parking apron, and open top terrace with parapet wall.","Developing residential locality in Saravanampatti, Coimbatore, surrounded by newly constructed residential homes, open plots, and views of distant IT park buildings.",approval_pending
Tamil Veedu,w4mIuz4PETA,தி௫ச்சியில் 5.50 சென்ட்டில் Fully Furnished 5BHK வீடு விற்பனைக்கு🏠 Luxury Interior Design,https://www.youtube.com/watch?v=w4mIuz4PETA,2026-07-22T04:31:05Z,analyzed_from_video,success,,True,"KK Nagar, Tiruchirappalli (Trichy), Tamil Nadu, India",,False,0.0,Independent House / Villa,5BHK,"5.5 Cents (2,400 sq.ft)","4,000 sq.ft",₹2.70 Crores (Negotiable),West,NOT SPECIFIED,Ground + 1 Floor (Duplex) with Terrace,5,5,Double Car Parking,NOT SPECIFIED,"Fully Furnished Interiors | Home Theatre Room (with Projector, Screen, Recliner Sofas, Soundproofing) | Water Fountain Feature | Modular Kitchen with Electric Chimney & Multi-functional Sink | Separate Utility Area with Dishwasher & Washing Machine Provision | 5 kW Solar Power System | 60 kW Central Stabilizer & Inverter Backup | RO Water Plant, Pressure Pump & 200L Heat Pump | 11.5 ft High Ceilings with False Ceiling & Chandelier | Glass Railing Staircase | CCTV Surveillance & Video Door Phone System | Covered Balcony with Coffee Seating | Cooling Tiles on Terrace | Borewell & 5,000L Underground Water Sump",SBI IOA School (Walkable distance) | Velammal School (1 km) | Tiruchirappalli International Airport (1 km) | Panjappur Main Bus Stand (3 km),CJR Builders: 9894009999,road_width | approval,"5BHK fully furnished duplex house in 5.5 cents (2400 sq.ft) land with 4000 sq.ft built-up area. | West facing site and West facing house construction. | Asking price is ₹2.70 Crores (negotiable). | Located at KK Nagar, Trichy, near SBI IOA School. | Built by CJR Builders (Contact: 9894009999).","High-quality walkthrough property tour with drone exterior footage, ambient background music, Tamil narration, dynamic close-up showcase of luxury furniture, kitchen appliances, home theatre, and terrace installations.","Contemporary multi-story elevation featuring terracotta, white, and dark grey tones with decorative wall panels, sliding wooden-finish gate, glass canopy over the porch, entrance water fountain, and rooftop solar installations.","Well-developed, quiet residential area in KK Nagar, Trichy, surrounded by independent villas and lush trees, within close proximity to top schools, airport, and major bus terminals.",not_target
Tamil Veedu,UEgyfYTQN9c,வடக்கு பார்த்த 2BHK வீடு விற்பனைக்கு🏠 Single Storey Semi-Furnished House for Sale Epi-1619,https://www.youtube.com/watch?v=UEgyfYTQN9c,2026-07-21T12:35:29Z,analyzed_from_video,success,,True,"Maniyakaranpalayam, Thudiyalur to Idigarai Road, Coimbatore, Tamil Nadu",Thudiyalur | Idigarai,True,1.0,Independent House,2BHK,2.75 Cents / 1200 Sq.ft (24 ft x 50 ft),1080 Sq.ft,₹63 Lakhs (Negotiable),North,NOT SPECIFIED,1 (Single Storey with Open Terrace),2,3,1 Covered Car Parking (16 ft x 11 ft),NOT SPECIFIED,Covered Car Parking | Borewell | Underground Water Sump | False Ceiling | Modular Kitchen | Pooja Cabinet | TV Unit | Crockery Cabinet | Wardrobes and Loft Storage | Open Terrace,,NOT SPECIFIED,road_width | approval | contact_details,"Property is a 2BHK North-facing single-storey independent house. | Plot dimensions are 24 feet width by 50 feet length (2.75 Cents / 1200 Sq.ft). | Built-up area is 1080 Sq.ft on the ground floor. | Car parking area measures 16 ft x 11 ft with borewell and water sump. | Living hall measures 16 ft x 16 ft with false ceiling, texture wall, TV unit, and an East-facing Pooja cabinet. | Kitchen cum dining area measures 16 ft x 10 ft with modular cabinetry, L-shaped granite countertop, loft cabinets, and crockery unit. | Master bedroom (South-West) measures 16 ft x 10 ft with wardrobe, dressing table, texture wall, and 8 ft x 4 ft attached bathroom. | Second bedroom (North-West) measures 10 ft x 10 ft with loft cupboards and a 7.5 ft x 4 ft attached bathroom. | An additional common bathroom (6 ft x 4 ft, Indian toilet) is situated under the external staircase. | Located at Maniyakaranpalayam on the Thudiyalur to Idigarai Road in Coimbatore. | Quoted price is ₹63 Lakhs, which is negotiable.","Bright, modern indoor videography featuring high-gloss marble-patterned tile flooring, recessed LED lights, custom plaster ceiling grids, beige/brown modular cabinetry, textured feature walls, and clean contemporary finishes.","Single-storey modern elevation featuring light grey textured walls accented with red brick-patterned tiles, black metal parapet railings, brown compound gates, a sloping concrete entryway, covered porch, and an external staircase leading to a spacious open rooftop terrace.","Residential suburban layout with newly built individual houses, paved access pathways, open green fields, coconut trees, and distant views of hills.",approval_pending
Tamil Veedu,64vy6PCFpIM,கிழக்கு பார்த்த 3BHK வீடு விற்பனைக்கு🏡 Super House Plan👌 Duplex House Tour Episode-1618,https://www.youtube.com/watch?v=64vy6PCFpIM,2026-07-20T12:44:27Z,analyzed_from_video,success,,True,"Keeranatham, Saravanampatti, Coimbatore, Tamil Nadu, India",Saravanampatti,True,1.0,Duplex House,3BHK,"3 Cents (1,300 sq.ft) [Dimension: 24.5 ft x 53 ft]","2,350 sq.ft",₹1.35 Crore (Negotiable),East,NOT SPECIFIED,2 (Ground Floor + 1st Floor),3,4,Covered Car Parking (19 ft x 10.5 ft),NOT SPECIFIED,"Covered Car Parking | Borewell & Water Sump | Outside Bathroom | Teakwood Main Door | False Ceiling with LED Lightings | Modular Kitchen with Chimney & Overhead Cabinets | Breakfast Counter | Pooja Cabinet | Internal Staircase with SS Railings | Skylight with Chandelier / Pendant Lights | Built-in Wardrobes, Dressing Units & Study Tables | Spacious Balcony with Washing Machine Provision | Terrace Area",,NOT SPECIFIED,road_width | approval | nearby_landmarks | contact_details,"Property is an East-facing 3BHK Duplex house built on a 3 Cent (1,300 sq.ft) plot measuring 24.5 ft x 53 ft. | Total built-up area is 2,350 sq.ft across Ground Floor and First Floor. | Ground Floor features Car Parking (19'x10.5'), Living Hall (16'x16'), Bedroom 1 (16'x11') with Dressing (6'x4') and Attached Bathroom (7'x6'), Kitchen cum Dining (16'x10'), Pooja cabinet, and Outside Toilet (6'x4'). | First Floor features Lounge (12'x10'), Master Bedroom (16'x16') with Attached Bathroom (8'x4'), Bedroom 3 (16'x11') with Attached Bathroom (8'x4'), and Front Balcony (22'x6'). | Located in Keeranatham, Saravanampatti, Coimbatore. | Quoted asking price is ₹1.35 Crore (Negotiable).","Real estate video tour featuring interior walk-through, detailed room tours, ceiling detail close-ups, and exterior elevation shots accompanied by Tamil voiceover and background music.","Modern 2-storey duplex villa with contemporary dual-tone facade in grey, brown, and white, designer glass balcony railing, automated gate, tiled car parking, and open terrace.",Residential neighborhood in Keeranatham/Saravanampatti area surrounded by developing independent houses and open green land view.,approval_pending
Tamil Veedu,lB3idO0JO-A,High Ceiling Living Space😍 வடக்கு பார்த்த 3BHK வீடு விற்பனைக்கு🏠 Duplex House Epi-1617,https://www.youtube.com/watch?v=lB3idO0JO-A,2026-07-19T03:28:19Z,analyzed_from_video,success,,True,"Keeranatham, near Saravanampatti, Coimbatore, Tamil Nadu",Saravanampatti,True,1.0,Duplex House,3BHK,2.9 Cents (1250 sq.ft.),2500 sq.ft.,₹1.30 Crore (Negotiable),North,NOT SPECIFIED,G+1 (Duplex),3,3,Car Parking (24 ft x 14 ft),NOT SPECIFIED,Covered Car Parking | High Ceiling Living Hall | Chandelier Light | False Ceiling with Profile Lighting | Modular Kitchen with Electric Chimney & Pull-out Pantry | Smart Digital Door Lock | Teak Wood Main Door | Master Bedroom with Dressing Room | Balcony | Under-Stair Storage / Inverter Provision | Open Terrace,Saravanampatti | Keeranatham,NOT SPECIFIED,road_width | approval | contact_details,"The plot area is 2.9 cents (1250 sq.ft.), with plot dimensions of 25 ft x 50 ft. | The built-up area is 2500 sq.ft. designed as a duplex house. | Both the plot and the main entrance are North-facing. | Features a 16 ft x 16 ft double-height ceiling living hall with a tall chandelier light and TV unit wall decoration. | Ground floor includes a car parking area (24x14 ft), living hall (16x16 ft), modular kitchen cum dining (16x10 ft), and one bedroom (16x10 ft) with attached bathroom (8x4 ft). | First floor includes a lounge (16x8 ft), master bedroom (16x16 ft) with attached dressing room (6x5 ft) and bathroom (9x5 ft), and a third bedroom (16x11 ft) with attached bathroom (14x4 ft) and front balcony (16x4 ft). | The property is located in Keeranatham near Saravanampatti, Coimbatore, with an asking price of ₹1.30 Crore (negotiable).","Walkthrough video tour shot in wide-angle with handheld stabilization, natural ambient indoor lighting, smooth transitions between rooms, highlighting interior woodwork and architectural height.","Modern contemporary duplex elevation featuring beige wall tiles with geometric texture, glass balcony handrails, wooden finish soffit panels, and a brown wooden-finish main entrance gate.","Suburban residential neighborhood in Keeranatham with nearby houses, open green plots, coconut trees, and clear skyline visible from the balcony and rooftop terrace.",approval_pending
